Date,Venue,Location,Postcode,Players signed up,Players at last set champ,Travel time,Route link,Event link,Last set champ link,Price,Created
2026-06-27,Dice Pit,"Maritime Industrial Estate, Gelliwion Rd, Pontypridd CF37 1NY, UK",CF37 1NY,4,N/A,2h 23m,https://www.google.com/maps/dir/?api=1&origin=B4%207LN&destination=Maritime%20Industrial%20Estate%2C%20Gelliwion%20Rd%2C%20Pontypridd%20CF37%201NY%2C%20UK,https://tcg.ravensburgerplay.com/events/647169,,£17.00,2026-06-15T00:22:06.010719
2026-06-27,Fazpack Ltd,"13-17 All Hallows Road, Bispham, England, FY2 0AS, GB",FY2 0AS,20,8,2h 24m,https://www.google.com/maps/dir/?api=1&origin=B4%207LN&destination=13-17%20All%20Hallows%20Road%2C%20Bispham%2C%20England%2C%20FY2%200AS%2C%20GB,https://tcg.ravensburgerplay.com/events/597115,https://tcg.ravensburgerplay.com/events/416254,£10.00,2026-06-15T00:22:16.459138
2026-06-27,Lazy Dragon Gaming,"231, Dickson Rd, Blackpool, England, FY1 2JH, GB",FY1 2JH,20,11,2h 25m,https://www.google.com/maps/dir/?api=1&origin=B4%207LN&destination=231%2C%20Dickson%20Rd%2C%20Blackpool%2C%20England%2C%20FY1%202JH%2C%20GB,https://tcg.ravensburgerplay.com/events/487790,https://tcg.ravensburgerplay.com/events/400819,£0.00,2026-06-15T00:22:19.159822
2026-06-27,Drinks and Dice,"10, Church Rd, London, England, TW11 8PB, GB",TW11 8PB,16,8,2h 26m,https://www.google.com/maps/dir/?api=1&origin=B4%207LN&destination=10%2C%20Church%20Rd%2C%20London%2C%20England%2C%20TW11%208PB%2C%20GB,https://tcg.ravensburgerplay.com/events/559092,https://tcg.ravensburgerplay.com/events/307190,£25.00,2026-06-15T00:22:17.935392
2026-06-27,The Gamers Guild,"12 Linkfield Corner, Redhill, England, RH1 1BB, GB",RH1 1BB,10,11,2h 38m,https://www.google.com/maps/dir/?api=1&origin=B4%207LN&destination=12%20Linkfield%20Corner%2C%20Redhill%2C%20England%2C%20RH1%201BB%2C%20GB,https://tcg.ravensburgerplay.com/events/631049,https://tcg.ravensburgerplay.com/events/398828,£0.00,2026-06-15T00:22:06.360275
2026-06-27,The Movie Shack,"2 Mayplace Rd W, Bexleyheath, England, DA7 4JB, GB",DA7 4JB,9,N/A,2h 43m,https://www.google.com/maps/dir/?api=1&origin=B4%207LN&destination=2%20Mayplace%20Rd%20W%2C%20Bexleyheath%2C%20England%2C%20DA7%204JB%2C%20GB,https://tcg.ravensburgerplay.com/events/623182,,£15.00,2026-06-15T00:22:14.042713
2026-06-27,The Card Corner,"Vesta House Roman Bank, Skegness, England, PE25 2SG, GB",PE25 2SG,15,13,2h 45m,https://www.google.com/maps/dir/?api=1&origin=B4%207LN&destination=Vesta%20House%20Roman%20Bank%2C%20Skegness%2C%20England%2C%20PE25%202SG%2C%20GB,https://tcg.ravensburgerplay.com/events/638535,https://tcg.ravensburgerplay.com/events/397326,£15.00,2026-06-15T00:22:14.760676
2026-06-27,Nerd Base,"Knightswick Road, Canvey Island, England, SS8 7AD, GB",SS8 7AD,0,16,2h 48m,https://www.google.com/maps/dir/?api=1&origin=B4%207LN&destination=Knightswick%20Road%2C%20Canvey%20Island%2C%20England%2C%20SS8%207AD%2C%20GB,https://tcg.ravensburgerplay.com/events/567507,https://tcg.ravensburgerplay.com/events/349716,£0.00,2026-06-15T00:22:02.380316
2026-06-27,Board on the Waterside,"The Exchange, Beaulieu Rd, Dibden Purlieu, England, SO45 4PX, GB",SO45 4PX,8,N/A,2h 50m,https://www.google.com/maps/dir/?api=1&origin=B4%207LN&destination=The%20Exchange%2C%20Beaulieu%20Rd%2C%20Dibden%20Purlieu%2C%20England%2C%20SO45%204PX%2C%20GB,https://tcg.ravensburgerplay.com/events/627907,,£15.00,2026-06-15T00:22:18.493617
2026-06-27,Eclipse Gaming Limited,"39 Railway Street, Chatham, England, ME44RH, GB",ME44RH,1,8,2h 54m,https://www.google.com/maps/dir/?api=1&origin=B4%207LN&destination=39%20Railway%20Street%2C%20Chatham%2C%20England%2C%20ME44RH%2C%20GB,https://tcg.ravensburgerplay.com/events/692538,https://tcg.ravensburgerplay.com/events/494436,£20.00,2026-06-15T12:29:25.752996
2026-06-27,Athena Games,"9, St Gregory's Alley, Norwich, England, NR2 1ER, GB",NR2 1ER,4,18,3h 1m,https://www.google.com/maps/dir/?api=1&origin=B4%207LN&destination=9%2C%20St%20Gregory%27s%20Alley%2C%20Norwich%2C%20England%2C%20NR2%201ER%2C%20GB,https://tcg.ravensburgerplay.com/events/547878,https://tcg.ravensburgerplay.com/events/437072,£18.00,2026-06-15T00:22:07.591645
2026-06-27,Comics Games & Coffee Chichester,"North Street, Chichester, England, PO19 1LR, GB",PO19 1LR,0,N/A,3h 11m,https://www.google.com/maps/dir/?api=1&origin=B4%207LN&destination=North%20Street%2C%20Chichester%2C%20England%2C%20PO19%201LR%2C%20GB,https://tcg.ravensburgerplay.com/events/675625,,£15.00,2026-06-15T00:22:15.375002
2026-06-27,Dice Saloon Ltd,"88 London Road, Brighton, England, BN1 4JF, GB",BN1 4JF,11,14,3h 17m,https://www.google.com/maps/dir/?api=1&origin=B4%207LN&destination=88%20London%20Road%2C%20Brighton%2C%20England%2C%20BN1%204JF%2C%20GB,https://tcg.ravensburgerplay.com/events/547466,https://tcg.ravensburgerplay.com/events/443792,£13.50,2026-06-15T00:22:03.517564
2026-06-27,The Consulting Gamer,"2 Chapel Mews, Ashford , England, TN24 8JN, GB",TN24 8JN,4,21,3h 20m,https://www.google.com/maps/dir/?api=1&origin=B4%207LN&destination=2%20Chapel%20Mews%2C%20Ashford%20%2C%20England%2C%20TN24%208JN%2C%20GB,https://tcg.ravensburgerplay.com/events/540452,https://tcg.ravensburgerplay.com/events/435237,£10.00,2026-06-15T00:22:05.647435
2026-06-27,Boss Miniatures and Gaming Ltd,"27-28 King Street, Weymouth, England, DT4 7BQ, GB",DT4 7BQ,3,N/A,3h 38m,https://www.google.com/maps/dir/?api=1&origin=B4%207LN&destination=27-28%20King%20Street%2C%20Weymouth%2C%20England%2C%20DT4%207BQ%2C%20GB,https://tcg.ravensburgerplay.com/events/670072,,£15.00,2026-06-15T00:22:19.781316
2026-06-27,The Arena,"4, Main St, Brightons, Scotland, FK2 0JT, GB",FK2 0JT,13,16,5h 29m,https://www.google.com/maps/dir/?api=1&origin=B4%207LN&destination=4%2C%20Main%20St%2C%20Brightons%2C%20Scotland%2C%20FK2%200JT%2C%20GB,https://tcg.ravensburgerplay.com/events/604266,https://tcg.ravensburgerplay.com/events/449108,£12.00,2026-06-15T00:22:15.808084
2026-06-27,Bus Stop Toy Shop Ltd,"23 Irvine Rd, Largs, Scotland, KA30 8HR, GB",KA30 8HR,9,9,5h 53m,https://www.google.com/maps/dir/?api=1&origin=B4%207LN&destination=23%20Irvine%20Rd%2C%20Largs%2C%20Scotland%2C%20KA30%208HR%2C%20GB,https://tcg.ravensburgerplay.com/events/580158,https://tcg.ravensburgerplay.com/events/451529,£0.00,2026-06-15T00:22:17.060897
2026-06-27,Out of this Galaxy,"23 Scott Street, Perth, Scotland, PH1 5EH, GB",PH1 5EH,18,20,6h 8m,https://www.google.com/maps/dir/?api=1&origin=B4%207LN&destination=23%20Scott%20Street%2C%20Perth%2C%20Scotland%2C%20PH1%205EH%2C%20GB,https://tcg.ravensburgerplay.com/events/613592,https://tcg.ravensburgerplay.com/events/441328,£15.00,2026-06-15T00:22:11.470704
