Date,Venue,Location,Postcode,Players signed up,Players at last set champ,Travel time,Route link,Event link,Last set champ link,Price,Created
2026-07-05,Accent Gaming (Dunfermline) LTD,"15 New Row, Dunfermline, Scotland, KY12 7EA, GB",KY12 7EA,17,8,6h 29m,https://www.google.com/maps/dir/?api=1&origin=PE4%207DT&destination=15%20New%20Row%2C%20Dunfermline%2C%20Scotland%2C%20KY12%207EA%2C%20GB,https://tcg.ravensburgerplay.com/events/663657,https://tcg.ravensburgerplay.com/events/471420,£18.00,2026-06-15T00:22:51.550913
2026-07-05,Yard's Games,"117 High St, Arbroath, Scotland, DD11 1DP, GB",DD11 1DP,18,17,7h 38m,https://www.google.com/maps/dir/?api=1&origin=PE4%207DT&destination=117%20High%20St%2C%20Arbroath%2C%20Scotland%2C%20DD11%201DP%2C%20GB,https://tcg.ravensburgerplay.com/events/709340,https://tcg.ravensburgerplay.com/events/339023,£15.00,2026-06-22T17:07:18.248527

2026-07-25,Drinks and Dice,"10, Church Rd, London, England, TW11 8PB, GB",TW11 8PB,8,10,2h 14m,https://www.google.com/maps/dir/?api=1&origin=PE4%207DT&destination=10%2C%20Church%20Rd%2C%20London%2C%20England%2C%20TW11%208PB%2C%20GB,https://tcg.ravensburgerplay.com/events/736073,https://tcg.ravensburgerplay.com/events/559092,£12.50,2026-07-03T09:15:00.783850

2026-07-26,Food and Board,"32-42 Tudor Drive, Food and Board, Yateley, England, GU466BY, GB",GU466BY,4,15,2h 19m,https://www.google.com/maps/dir/?api=1&origin=PE4%207DT&destination=32-42%20Tudor%20Drive%2C%20Food%20and%20Board%2C%20Yateley%2C%20England%2C%20GU466BY%2C%20GB,https://tcg.ravensburgerplay.com/events/697814,https://tcg.ravensburgerplay.com/events/451541,£15.00,2026-07-03T09:15:02.035716

2026-08-01,d20 Board Game Cafe Watford,"87 Queen's Road, Watford, England, WD17 2QN, GB",WD17 2QN,0,24,1h 38m,https://www.google.com/maps/dir/?api=1&origin=PE4%207DT&destination=87%20Queen%27s%20Road%2C%20Watford%2C%20England%2C%20WD17%202QN%2C%20GB,https://tcg.ravensburgerplay.com/events/672773,https://tcg.ravensburgerplay.com/events/604809,£16.50,2026-07-03T09:15:03.892441
2026-08-01,Elemental Cards,"Heathlands Rd, Wokingham, England, RG40 3AW, GB",RG40 3AW,3,27,2h 19m,https://www.google.com/maps/dir/?api=1&origin=PE4%207DT&destination=Heathlands%20Rd%2C%20Wokingham%2C%20England%2C%20RG40%203AW%2C%20GB,https://tcg.ravensburgerplay.com/events/674912,https://tcg.ravensburgerplay.com/events/582980,£15.00,2026-07-03T09:15:02.807935

2026-08-02,Oxshed Cafe,"5 Ratcliffe Court, Oxshed Cafe, Wallingford, England, OX109QF, GB",OX109QF,0,19,2h 11m,https://www.google.com/maps/dir/?api=1&origin=PE4%207DT&destination=5%20Ratcliffe%20Court%2C%20Oxshed%20Cafe%2C%20Wallingford%2C%20England%2C%20OX109QF%2C%20GB,https://tcg.ravensburgerplay.com/events/677496,https://tcg.ravensburgerplay.com/events/520258,£15.00,2026-07-03T09:15:06.443430
2026-08-02,The Games Shop,"6 Wellington Street, Aldershot, England, GU11 1DZ, GB",GU11 1DZ,0,16,2h 22m,https://www.google.com/maps/dir/?api=1&origin=PE4%207DT&destination=6%20Wellington%20Street%2C%20Aldershot%2C%20England%2C%20GU11%201DZ%2C%20GB,https://tcg.ravensburgerplay.com/events/674958,https://tcg.ravensburgerplay.com/events/580542,£15.00,2026-07-03T09:15:05.055400
